customer_id,age,gender,income,region,purchase_amount,calculated_clv,clv_tier
7335,68,Female,36511.07,"Region V",1450.30,5221.08,Silver
1536,54,Female,97394.22,"Region XI",1087.32,5219.14,Silver
6052,40,Male,97993.88,"Region XII",1447.95,5212.62,Silver
6503,58,Female,29784.85,"Region XI",1447.63,5211.47,Silver
4133,63,Other,56710.67,"Region X",1447.48,5210.93,Silver
4219,40,Other,88316.86,"Region IV-B",1447.16,5209.78,Silver
3609,38,Female,40169.45,"Region III",2314.21,5206.97,Silver
3075,64,Male,99871.85,"Region II",1084.74,5206.75,Silver
5418,42,Male,99326.69,"Region III",1446.09,5205.92,Silver
1442,55,Other,55969.43,"Region VII",1445.99,5205.56,Silver
829,62,Other,37628.06,"Region V",1445.84,5205.02,Silver
9124,38,Other,21931.43,"Region II",2774.47,5202.13,Silver
5289,32,Female,22703.27,"Region VII",2772.87,5199.13,Silver
1339,45,Male,82073.89,"Region IV-A",1443.65,5197.14,Silver
4563,66,Female,68090.82,NCR,1082.52,5196.10,Silver
8552,36,Other,48647.19,"Region I",2308.44,5193.99,Silver
199,51,Other,39280.45,"Region III",1442.31,5192.32,Silver
4641,56,Male,47479.23,"Region XIII",1441.68,5190.05,Silver
5493,60,Other,78173.53,"Region XII",1080.98,5188.70,Silver
4136,54,Female,12990.08,CAR,1441.20,5188.32,Silver
6743,35,Female,29328.35,"Region XII",2764.97,5184.32,Silver
688,67,Female,78663.27,"Region XIII",1079.42,5181.22,Silver
6266,54,Male,26734.37,"Region IV-B",1439.12,5180.83,Silver
2859,59,Other,25905.82,"Region IV-A",1438.91,5180.08,Silver
4808,78,Female,20393.57,"Region X",1438.05,5176.98,Silver
7937,73,Female,44896.70,CAR,1437.69,5175.68,Silver
7952,73,Female,63880.55,"Region VII",1077.55,5172.24,Silver
4068,67,Other,64147.68,"Region VII",1077.13,5170.22,Silver
4617,63,Female,75507.14,"Region XII",1075.69,5163.31,Silver
9670,55,Female,93744.84,"Region VII",1075.68,5163.26,Silver
5817,30,Male,16551.00,BARMM,2753.41,5162.64,Silver
3074,66,Other,20932.54,"Region VI",1433.59,5160.92,Silver
7954,25,Female,82558.56,"Region I",1433.09,5159.12,Silver
5941,72,Other,77399.03,"Region IX",1074.80,5159.04,Silver
4211,44,Other,67875.89,"Region XII",1718.15,5154.45,Silver
7722,34,Male,33474.68,"Region III",2748.84,5154.08,Silver
7919,78,Male,66984.42,"Region XI",1073.42,5152.42,Silver
2281,49,Other,94645.21,NCR,1430.36,5149.30,Silver
7579,39,Male,36995.21,"Region IX",2745.09,5147.04,Silver
7702,56,Male,28611.47,BARMM,1428.89,5144.00,Silver
858,31,Male,26299.31,"Region IV-B",2741.08,5139.53,Silver
8546,76,Female,37978.72,"Region VIII",1427.51,5139.04,Silver
2685,54,Male,83148.21,CAR,1069.64,5134.27,Silver
3054,66,Other,86997.06,"Region X",1069.50,5133.60,Silver
4121,69,Male,13767.27,"Region III",1425.79,5132.84,Silver
2796,47,Female,93163.54,"Region II",1424.56,5128.42,Silver
1645,74,Male,68868.84,NCR,1068.28,5127.74,Silver
5140,50,Male,57212.00,BARMM,1423.45,5124.42,Silver
5638,70,Other,47342.60,CAR,1423.27,5123.77,Silver
7743,30,Female,11661.54,"Region VI",2731.20,5121.00,Silver
8049,43,Female,67067.90,NCR,1706.32,5118.96,Silver
8842,57,Other,57820.22,"Region VII",1421.82,5118.55,Silver
7381,64,Other,33735.46,"Region VIII",1421.77,5118.37,Silver
9411,51,Female,95785.95,"Region II",1066.14,5117.47,Silver
4528,46,Female,87603.67,"Region IV-B",1420.92,5115.31,Silver
8009,19,Female,87707.16,"Region VII",1420.65,5114.34,Silver
4405,49,Female,70724.68,NCR,1420.43,5113.55,Silver
139,20,Female,97728.75,"Region VIII",1420.34,5113.22,Silver
8819,37,Other,30388.69,"Region VIII",2722.71,5105.08,Silver
6689,30,Female,30364.06,NCR,2722.57,5104.82,Silver
6818,67,Other,36127.56,"Region II",1417.93,5104.55,Silver
4799,60,Female,64244.47,BARMM,1063.21,5103.41,Silver
1540,74,Male,12878.05,"Region IX",1417.59,5103.32,Silver
521,73,Other,21153.50,"Region X",1417.40,5102.64,Silver
287,50,Male,80352.07,"Region IX",1062.91,5101.97,Silver
7313,57,Other,61683.56,"Region XI",1061.58,5095.58,Silver
8529,65,Female,39639.76,NCR,1415.36,5095.30,Silver
1935,74,Female,97562.77,"Region II",1061.32,5094.34,Silver
5881,56,Male,47113.59,"Region III",1414.98,5093.93,Silver
6330,71,Female,38845.61,"Region V",1414.79,5093.24,Silver
960,38,Female,45426.21,"Region VI",2262.99,5091.73,Silver
6859,20,Male,98045.67,"Region II",1413.49,5088.56,Silver
6350,57,Other,80515.40,"Region IX",1059.87,5087.38,Silver
1509,58,Male,72270.17,NCR,1059.39,5085.07,Silver
9439,37,Male,30623.95,NCR,2710.96,5083.05,Silver
6101,36,Male,99382.13,"Region V",1411.73,5082.23,Silver
1252,29,Male,80777.54,CAR,1411.12,5080.03,Silver
5306,34,Female,19272.34,"Region X",2708.15,5077.78,Silver
7733,76,Male,28281.75,"Region IV-B",1410.07,5076.25,Silver
8208,21,Other,98329.44,"Region V",1410.06,5076.22,Silver
7215,54,Female,50968.55,"Region XIII",1409.56,5074.42,Silver
6863,37,Female,35251.27,CAR,2706.03,5073.81,Silver
2217,60,Female,40794.94,"Region III",1408.89,5072.00,Silver
7138,59,Other,40212.26,"Region VIII",1408.81,5071.72,Silver
7971,54,Female,41090.87,"Region XII",1408.50,5070.60,Silver
6696,64,Female,38699.16,NCR,1407.93,5068.55,Silver
6986,42,Female,99133.61,"Region VIII",1406.94,5064.98,Silver
6292,37,Male,16588.72,"Region IV-A",2699.12,5060.85,Silver
2583,41,Female,51550.86,"Region X",1686.50,5059.50,Silver
7564,41,Male,51668.47,"Region XIII",1685.59,5056.77,Silver
2600,64,Other,76155.06,"Region III",1053.36,5056.13,Silver
5127,33,Other,23437.65,"Region IV-B",2694.55,5052.28,Silver
864,36,Male,24999.49,"Region XI",2693.53,5050.37,Silver
2955,20,Male,83559.21,"Region VII",1402.47,5048.89,Silver
6296,55,Other,84314.55,"Region IV-A",1051.51,5047.25,Silver
3281,38,Male,82394.34,"Region VI",1401.66,5045.98,Silver
5757,64,Other,57340.00,"Region IV-B",1401.65,5045.94,Silver
1402,58,Male,76962.48,"Region III",1048.06,5030.69,Silver
4935,71,Female,76102.25,"Region III",1047.99,5030.35,Silver
9405,47,Female,50611.65,"Region I",1676.56,5029.68,Silver
7855,37,Female,25647.40,"Region VIII",2682.11,5028.96,Silver
4485,53,Other,26356.45,BARMM,1396.39,5027.00,Silver
4291,33,Male,41630.52,CAR,2234.17,5026.88,Silver
196,67,Male,26936.13,"Region VII",1395.62,5024.23,Silver
8446,64,Female,43148.77,"Region III",1393.04,5014.94,Silver
5192,50,Female,38679.01,"Region XII",1391.78,5010.41,Silver
1251,72,Male,58667.35,BARMM,1391.58,5009.69,Silver
6132,57,Other,85376.41,"Region XIII",1043.52,5008.90,Silver
5359,66,Female,86867.05,"Region XIII",1042.71,5005.01,Silver
6878,35,Male,80040.32,"Region XIII",1388.40,4998.24,Silver
3181,36,Other,99912.55,NCR,1388.07,4997.05,Silver
7478,40,Female,93223.78,"Region IV-B",1385.58,4988.09,Silver
5526,58,Female,20505.22,"Region IV-A",1385.18,4986.65,Silver
9683,76,Other,47390.02,"Region VI",1384.36,4983.70,Silver
6219,36,Male,94736.57,"Region II",1383.81,4981.72,Silver
8405,68,Female,69346.08,NCR,1037.85,4981.68,Silver
1253,68,Other,55365.56,"Region I",1383.01,4978.84,Silver
7500,75,Other,55723.34,BARMM,1382.73,4977.83,Silver
3531,67,Other,31264.87,BARMM,1382.62,4977.43,Silver
7479,59,Male,72688.61,NCR,1036.82,4976.74,Silver
2620,39,Male,82839.29,"Region VI",1381.75,4974.30,Silver
8190,59,Other,49078.41,CAR,1381.68,4974.05,Silver
4687,65,Male,15842.27,"Region VI",1378.76,4963.54,Silver
5735,40,Other,64644.72,"Region II",1653.73,4961.19,Silver
5325,38,Female,31415.43,"Region XII",2644.46,4958.36,Silver
2890,73,Female,35379.75,"Region VIII",1377.20,4957.92,Silver
7593,49,Female,94185.87,"Region II",1376.97,4957.09,Silver
1137,31,Other,31014.45,"Region XII",2643.66,4956.86,Silver
5656,66,Female,77337.81,"Region VI",1032.33,4955.18,Silver
6912,73,Male,54335.81,"Region X",1375.19,4950.68,Silver
6166,37,Other,86428.52,"Region IV-A",1374.89,4949.60,Silver
9913,59,Male,20992.66,"Region VI",1374.14,4946.90,Silver
6862,70,Female,85292.70,"Region X",1030.56,4946.69,Silver
6228,51,Male,62382.49,"Region XI",1030.42,4946.02,Silver
8503,64,Female,38893.26,NCR,1373.82,4945.75,Silver
6584,35,Female,43105.22,"Region VI",2197.84,4945.14,Silver
8623,23,Female,86147.08,BARMM,1373.52,4944.67,Silver
8526,68,Female,41472.87,"Region IX",1373.50,4944.60,Silver
6448,43,Male,90239.87,"Region XI",1373.29,4943.84,Silver
6526,74,Other,12713.61,"Region XII",1371.61,4937.80,Silver
3734,31,Female,44795.28,CAR,2191.32,4930.47,Silver
8726,34,Other,18743.82,"Region I",2628.78,4928.96,Silver
2728,70,Male,66037.84,"Region IV-B",1026.31,4926.29,Silver
7514,44,Male,72201.51,"Region XII",1368.22,4925.59,Silver
2500,69,Other,22951.08,"Region VI",1367.53,4923.11,Silver
5290,37,Female,35619.71,"Region V",2624.37,4920.69,Silver
5206,25,Other,86997.53,"Region X",1364.53,4912.31,Silver
7132,51,Other,29476.30,"Region XI",1363.81,4909.72,Silver
9682,47,Male,64745.36,NCR,1636.24,4908.72,Silver
1576,32,Other,96702.13,"Region VIII",1362.89,4906.40,Silver
5319,52,Other,15932.32,"Region VI",1362.41,4904.68,Silver
3633,27,Other,98099.81,"Region II",1361.85,4902.66,Silver
3599,27,Female,78967.85,"Region XIII",1360.99,4899.56,Silver
1789,57,Other,10250.46,"Region VIII",1359.85,4895.46,Silver
2136,72,Female,30218.35,"Region IV-B",1358.02,4888.87,Silver
7537,70,Male,85318.36,"Region XIII",1017.64,4884.67,Silver
7877,49,Female,80085.75,"Region XIII",1356.12,4882.03,Silver
4906,26,Other,97394.36,"Region II",1355.81,4880.92,Silver
7865,61,Other,73836.70,"Region IX",1016.70,4880.16,Silver
1963,37,Other,91097.83,"Region VII",1352.84,4870.22,Silver
1266,39,Male,12698.48,CAR,2596.03,4867.56,Silver
4273,52,Female,39847.88,"Region XII",1349.66,4858.78,Silver
517,60,Male,30864.86,BARMM,1349.38,4857.77,Silver
9996,64,Other,57590.50,"Region IV-B",1348.04,4852.94,Silver
1196,62,Other,51757.40,CAR,1346.97,4849.09,Silver
9173,38,Male,45318.20,"Region X",2150.98,4839.71,Silver
1821,28,Other,93934.34,"Region VIII",1343.78,4837.61,Silver
825,44,Male,81750.22,"Region XIII",1343.49,4836.56,Silver
3657,33,Female,27947.47,"Region XI",2578.81,4835.27,Silver
5882,36,Male,43572.18,"Region IX",2148.91,4835.05,Silver
6264,24,Other,72071.93,NCR,1342.52,4833.07,Silver
5611,25,Male,73211.02,"Region XII",1342.16,4831.78,Bronze
9641,40,Female,83400.83,"Region IV-A",1342.02,4831.27,Bronze
2463,78,Other,15159.57,"Region XII",1341.89,4830.80,Bronze
5402,65,Female,72325.22,"Region VIII",1006.14,4829.47,Bronze
9111,71,Male,57851.59,BARMM,1340.81,4826.92,Bronze
58,54,Male,50296.50,CAR,1340.39,4825.40,Bronze
9826,55,Female,13590.63,"Region V",1339.93,4823.75,Bronze
8091,36,Other,94626.54,"Region XI",1339.87,4823.53,Bronze
2663,35,Female,29289.66,"Region XI",2570.81,4820.27,Bronze
6657,31,Male,26337.90,"Region IV-B",2569.82,4818.41,Bronze
9478,30,Female,76162.55,"Region III",1338.19,4817.48,Bronze
4554,21,Male,89127.63,"Region XI",1337.81,4816.12,Bronze
9468,71,Female,29623.63,BARMM,1337.07,4813.45,Bronze
1072,35,Female,38287.28,"Region IX",2567.06,4813.24,Bronze
1165,64,Other,66603.40,"Region II",1002.17,4810.42,Bronze
195,29,Female,85396.15,"Region X",1335.85,4809.06,Bronze
4917,24,Male,76838.70,CAR,1335.56,4808.02,Bronze
9334,29,Male,99599.98,NCR,1334.54,4804.34,Bronze
4223,30,Female,76175.25,"Region IX",1333.91,4802.08,Bronze
3765,66,Female,30630.69,"Region VII",1333.72,4801.39,Bronze
2898,30,Other,35092.10,NCR,2559.46,4798.99,Bronze
8833,52,Male,25525.70,"Region IV-A",1332.31,4796.32,Bronze
4340,34,Other,65915.38,"Region V",1998.08,4795.39,Bronze
7029,47,Male,22470.27,"Region IV-A",1997.57,4794.17,Bronze
186,39,Female,22218.93,"Region XI",2556.52,4793.48,Bronze
4709,39,Male,27300.24,"Region XI",2555.37,4791.32,Bronze
1909,63,Other,28139.24,BARMM,1330.62,4790.23,Bronze
9959,33,Other,17940.45,"Region VII",2554.53,4789.74,Bronze
7644,24,Male,86656.90,"Region VII",1330.03,4788.11,Bronze
2043,40,Other,59871.39,BARMM,1595.81,4787.43,Bronze
4025,61,Female,13164.45,"Region XII",1329.48,4786.13,Bronze
42,28,Male,57020.43,BARMM,1993.81,4785.14,Bronze
4927,37,Female,16254.92,"Region I",2551.15,4783.41,Bronze
3476,64,Other,38354.93,"Region V",1328.19,4781.48,Bronze
9000,39,Male,83018.68,"Region VI",1327.85,4780.26,Bronze
261,68,Male,32211.44,"Region XI",1327.76,4779.94,Bronze
9858,73,Female,44624.23,"Region IX",1326.25,4774.50,Bronze
8570,57,Other,38652.57,NCR,1325.93,4773.35,Bronze
6322,51,Other,20044.07,"Region IV-A",1325.88,4773.17,Bronze
5818,35,Other,33546.54,"Region XII",2545.23,4772.31,Bronze
472,35,Other,42584.74,"Region III",2118.89,4767.50,Bronze
1117,43,Male,52826.73,"Region XIII",1588.76,4766.28,Bronze
5130,70,Other,19281.46,"Region IX",1323.30,4763.88,Bronze
762,33,Other,46041.83,"Region VI",2117.05,4763.36,Bronze
5005,53,Other,26358.11,"Region VII",1322.88,4762.37,Bronze
447,39,Male,31585.47,"Region V",2539.32,4761.23,Bronze
3455,32,Male,72985.84,"Region III",1322.50,4761.00,Bronze
7955,44,Male,39612.41,"Region III",1982.96,4759.10,Bronze
8170,30,Other,25507.07,"Region VIII",2537.22,4757.29,Bronze
6450,74,Female,26676.12,"Region I",1321.33,4756.79,Bronze
3584,48,Other,23428.13,"Region VII",1980.59,4753.42,Bronze
7904,30,Male,58190.69,BARMM,1979.88,4751.71,Bronze
7365,40,Male,65000.93,"Region VIII",1583.66,4750.98,Bronze
8284,39,Female,17842.27,"Region VII",2531.84,4747.20,Bronze
9390,78,Other,43826.92,"Region III",1318.03,4744.91,Bronze
6077,44,Other,95800.60,"Region II",1317.89,4744.40,Bronze
2764,73,Male,16782.02,"Region XII",1317.44,4742.78,Bronze
6102,45,Female,21054.39,"Region I",1974.31,4738.34,Bronze
1720,30,Female,39714.81,"Region VI",2526.63,4737.43,Bronze
8764,37,Other,11540.22,CAR,2526.48,4737.15,Bronze
6519,36,Female,48060.65,"Region I",2104.18,4734.41,Bronze
462,48,Female,32883.46,"Region II",1971.07,4730.57,Bronze
9086,51,Male,43892.74,"Region III",1313.91,4730.08,Bronze
9637,67,Male,12029.76,"Region III",1313.86,4729.90,Bronze
7288,37,Female,57989.31,"Region II",1970.61,4729.46,Bronze
117,40,Female,83346.37,"Region IV-A",1313.68,4729.25,Bronze
7893,40,Male,50885.03,"Region XIII",1576.19,4728.57,Bronze
9894,24,Female,63741.20,"Region II",1969.75,4727.40,Bronze
2839,37,Male,71683.99,"Region V",1312.51,4725.04,Bronze
2846,41,Male,13608.19,"Region VI",1968.17,4723.61,Bronze
7432,60,Female,31369.32,"Region XI",1312.04,4723.34,Bronze
7243,53,Male,44835.99,"Region XII",1311.37,4720.93,Bronze
4331,74,Other,12304.82,"Region III",1311.33,4720.79,Bronze
4390,34,Female,56165.49,"Region I",1966.84,4720.42,Bronze
1752,36,Other,95174.92,"Region XI",1310.23,4716.83,Bronze
5371,37,Female,76674.20,CAR,1310.20,4716.72,Bronze
4365,47,Male,32355.38,"Region XI",1964.16,4713.98,Bronze
9484,74,Female,26700.19,"Region X",1308.62,4711.03,Bronze
4878,37,Female,25781.56,"Region VIII",2512.07,4710.13,Bronze
8418,36,Female,10509.57,"Region III",2511.78,4709.59,Bronze
8766,36,Female,29524.58,"Region II",2511.73,4709.49,Bronze
7147,46,Female,40829.18,"Region IX",1962.21,4709.30,Bronze
5904,42,Female,33135.22,"Region XI",1960.93,4706.23,Bronze
2794,46,Female,26524.52,"Region IV-B",1960.71,4705.70,Bronze
423,19,Female,92751.56,"Region IV-B",1307.13,4705.67,Bronze
980,47,Male,69723.83,"Region VIII",1568.33,4704.99,Bronze
7286,20,Female,97734.67,NCR,1306.70,4704.12,Bronze
7746,25,Other,54452.92,"Region VII",1956.00,4694.40,Bronze
8798,47,Other,27346.89,"Region XI",1955.89,4694.14,Bronze
8324,43,Other,19609.08,"Region VI",1954.90,4691.76,Bronze
6674,30,Other,21160.94,"Region IV-B",2500.98,4689.34,Bronze
5179,59,Male,25539.61,"Region I",1302.48,4688.93,Bronze
5079,31,Other,81974.62,"Region XIII",1302.01,4687.24,Bronze
6664,31,Female,21715.99,BARMM,2499.36,4686.30,Bronze
733,47,Other,50476.25,"Region IV-A",1561.41,4684.23,Bronze
6323,41,Female,47243.99,"Region VI",1951.07,4682.57,Bronze
5700,33,Female,13173.63,CAR,2495.53,4679.12,Bronze
5918,40,Female,18040.96,"Region VI",1949.58,4678.99,Bronze
6310,53,Male,35884.39,"Region XI",1299.69,4678.88,Bronze
9288,56,Other,32669.45,"Region XI",1299.58,4678.49,Bronze
6049,24,Other,53972.49,"Region I",1948.24,4675.78,Bronze
9284,40,Male,27551.90,"Region XI",1947.79,4674.70,Bronze
3904,32,Other,22008.47,"Region IV-B",2492.15,4672.78,Bronze
5844,37,Male,76334.84,"Region III",1297.83,4672.19,Bronze
759,60,Other,59349.14,"Region VII",1297.11,4669.60,Bronze
9903,37,Female,11179.18,"Region IV-A",2487.41,4663.89,Bronze
1071,47,Male,41667.00,"Region III",1942.02,4660.85,Bronze
5257,36,Male,39089.37,"Region VI",2485.54,4660.39,Bronze
4155,59,Other,44508.70,"Region III",1294.44,4659.98,Bronze
8475,40,Male,64744.03,"Region VIII",1553.31,4659.93,Bronze
5845,49,Female,38228.37,"Region V",1939.62,4655.09,Bronze
5072,41,Female,56209.63,"Region VII",1550.23,4650.69,Bronze
7887,45,Other,21127.04,"Region XIII",1936.42,4647.41,Bronze
6908,30,Male,80837.17,CAR,1290.93,4647.35,Bronze
9844,67,Other,59941.67,"Region IV-B",1290.69,4646.48,Bronze
719,42,Other,99104.91,"Region V",1290.23,4644.83,Bronze
4319,32,Female,92249.00,BARMM,1289.90,4643.64,Bronze
1317,27,Male,55778.60,BARMM,1932.65,4638.36,Bronze
551,18,Male,59102.09,"Region XI",1929.75,4631.40,Bronze
461,35,Male,29326.90,NCR,2469.67,4630.63,Bronze
2530,33,Female,78479.83,"Region III",1285.61,4628.20,Bronze
8923,20,Male,88147.73,"Region X",1285.41,4627.48,Bronze
2596,30,Female,44191.39,"Region IX",2055.78,4625.51,Bronze
1283,43,Female,48594.21,"Region VI",1926.44,4623.46,Bronze
7299,66,Other,34926.04,"Region II",1283.62,4621.03,Bronze
6898,59,Other,11257.38,"Region VIII",1282.93,4618.55,Bronze
9704,33,Other,18503.87,"Region I",2462.32,4616.85,Bronze
3178,38,Other,58729.57,"Region VII",1922.28,4613.47,Bronze
8014,65,Female,58573.13,"Region VII",1281.34,4612.82,Bronze
7533,35,Other,28710.80,"Region VIII",2459.61,4611.77,Bronze
7246,23,Male,58082.02,"Region II",1919.95,4607.88,Bronze
4296,26,Male,60196.20,"Region II",1919.78,4607.47,Bronze
6960,44,Other,39707.12,"Region XII",1919.28,4606.27,Bronze
6289,31,Other,21484.78,"Region IV-B",2455.42,4603.91,Bronze
5548,50,Other,42984.40,"Region V",1278.01,4600.84,Bronze
3318,52,Other,53695.75,"Region XIII",1277.50,4599.00,Bronze
3235,42,Male,28552.47,"Region XI",1915.31,4596.74,Bronze
1549,55,Female,22592.05,"Region XIII",1276.11,4594.00,Bronze
5587,77,Male,56883.34,"Region X",1274.22,4587.19,Bronze
6895,36,Other,20277.75,"Region I",2445.59,4585.48,Bronze
3731,23,Female,53336.06,"Region IV-A",1910.49,4585.18,Bronze
3238,43,Male,81076.73,"Region IV-A",1273.55,4584.78,Bronze
5785,35,Male,34042.28,"Region VIII",2444.86,4584.11,Bronze
4433,26,Other,65018.43,"Region VIII",1908.80,4581.12,Bronze
4187,76,Other,37170.68,NCR,1272.51,4581.04,Bronze
4244,36,Other,80488.65,CAR,1271.18,4576.25,Bronze
3915,42,Other,66287.05,"Region II",1525.10,4575.30,Bronze
1893,27,Male,83543.52,"Region XIII",1270.81,4574.92,Bronze
550,34,Female,32850.23,"Region V",2439.70,4574.44,Bronze
1656,43,Female,90047.53,"Region I",1270.57,4574.05,Bronze
3265,42,Female,65800.90,NCR,1523.25,4569.75,Bronze
6141,37,Male,58278.65,"Region XI",1903.93,4569.43,Bronze
3754,43,Other,85435.71,"Region X",1268.98,4568.33,Bronze
684,32,Other,68651.85,"Region III",1898.45,4556.28,Bronze
1993,18,Male,91659.47,BARMM,1265.27,4554.97,Bronze
4193,30,Male,71909.12,"Region III",1265.21,4554.76,Bronze
3686,36,Female,80494.16,"Region IV-A",1264.93,4553.75,Bronze
9729,39,Other,50188.69,"Region I",1896.58,4551.79,Bronze
3411,70,Male,14602.39,"Region III",1264.18,4551.05,Bronze
2862,48,Female,74647.07,"Region IX",1262.96,4546.66,Bronze
5885,70,Female,23875.31,"Region X",1260.51,4537.84,Bronze
8212,46,Other,36354.84,"Region VIII",1889.08,4533.79,Bronze
3641,64,Female,43625.34,"Region III",1258.81,4531.72,Bronze
8459,42,Male,70327.13,"Region XII",1258.68,4531.25,Bronze
5480,37,Male,67373.12,"Region XII",1887.35,4529.64,Bronze
1462,67,Female,12183.13,"Region IX",1258.14,4529.30,Bronze
4235,39,Male,22341.32,"Region VII",2414.92,4527.98,Bronze
3507,23,Other,80975.13,"Region VI",1256.91,4524.88,Bronze
1370,34,Male,28509.96,NCR,2411.95,4522.41,Bronze
482,31,Female,68268.10,"Region XII",1882.12,4517.09,Bronze
943,58,Male,34118.11,"Region II",1254.14,4514.90,Bronze
9434,39,Female,22641.28,"Region XI",2405.68,4510.65,Bronze
2770,30,Male,76583.65,"Region VI",1252.23,4508.03,Bronze
2676,54,Other,21985.45,"Region IV-A",1251.77,4506.37,Bronze
9451,56,Female,14060.35,CAR,1251.13,4504.07,Bronze
7714,35,Other,29125.18,"Region VIII",2401.46,4502.74,Bronze
2187,47,Other,13408.63,CAR,1874.19,4498.06,Bronze
6981,54,Male,21807.08,CAR,1249.16,4496.98,Bronze
9347,18,Other,45874.06,"Region IV-A",2997.90,4496.85,Bronze
1966,52,Male,39741.93,NCR,1248.90,4496.04,Bronze
3191,44,Female,86241.71,BARMM,1248.74,4495.46,Bronze
8205,45,Other,95998.77,"Region II",1247.76,4491.94,Bronze
2402,68,Male,32081.55,"Region XI",1247.56,4491.22,Bronze
7153,72,Male,30050.36,"Region VII",1246.48,4487.33,Bronze
6265,42,Other,66140.93,"Region II",1495.37,4486.11,Bronze
5043,22,Male,39174.56,"Region IV-A",2989.81,4484.72,Bronze
5116,43,Male,10157.37,"Region III",1868.57,4484.57,Bronze
6700,68,Male,12614.23,"Region III",1245.58,4484.09,Bronze
5936,22,Male,84852.69,"Region I",1245.47,4483.69,Bronze
9333,39,Other,17674.14,"Region XIII",2390.71,4482.58,Bronze
2406,29,Male,57114.11,"Region VII",1867.63,4482.31,Bronze
9672,65,Male,44214.68,"Region V",1244.03,4478.51,Bronze
2533,27,Male,60567.72,"Region XI",1865.75,4477.80,Bronze
1401,45,Other,30352.27,"Region IV-B",1865.59,4477.42,Bronze
8926,42,Other,56366.03,"Region IV-B",1492.29,4476.87,Bronze
7159,66,Male,34974.02,BARMM,1243.20,4475.52,Bronze
5394,18,Male,17902.90,"Region IV-B",2982.75,4474.13,Bronze
5035,40,Male,69521.04,"Region XII",1490.64,4471.92,Bronze
2808,41,Other,60625.43,"Region VII",1489.49,4468.47,Bronze
9163,23,Male,44810.78,"Region VII",2978.71,4468.07,Bronze
9290,38,Male,16696.89,"Region X",2381.78,4465.84,Bronze
5166,32,Other,64304.45,"Region V",1860.15,4464.36,Bronze
7370,31,Female,68110.03,"Region XII",1860.03,4464.07,Bronze
8018,27,Female,55647.62,"Region IV-B",1859.68,4463.23,Bronze
5672,56,Female,32610.30,"Region IV-B",1238.92,4460.11,Bronze
4561,25,Other,36505.20,"Region IX",2973.36,4460.04,Bronze
9077,51,Female,53013.33,"Region I",1238.58,4458.89,Bronze
7331,46,Male,26807.74,BARMM,1857.75,4458.60,Bronze
5070,18,Male,58971.08,"Region IV-B",1853.44,4448.26,Bronze
401,33,Female,27637.33,"Region XI",2371.69,4446.92,Bronze
2298,25,Female,37045.61,"Region XIII",2964.56,4446.84,Bronze
2324,18,Other,45935.32,BARMM,2964.00,4446.00,Bronze
3153,18,Female,77667.21,"Region IX",1234.89,4445.60,Bronze
6861,30,Other,71551.03,"Region XII",1234.23,4443.23,Bronze
3391,78,Other,38723.41,NCR,1233.89,4442.00,Bronze
1889,73,Other,26134.25,"Region VII",1233.32,4439.95,Bronze
3489,70,Male,33551.24,"Region XI",1233.20,4439.52,Bronze
7587,20,Other,19380.17,BARMM,2959.39,4439.09,Bronze
7018,43,Other,52776.51,"Region VI",1478.68,4436.04,Bronze
5742,21,Female,14956.19,"Region IV-A",2957.13,4435.70,Bronze
8721,42,Other,23794.48,"Region X",1847.54,4434.10,Bronze
6068,60,Female,21865.08,"Region X",1231.53,4433.51,Bronze
4843,63,Male,38010.06,"Region VIII",1231.21,4432.36,Bronze
8447,57,Other,47870.17,"Region VI",1231.04,4431.74,Bronze
8576,36,Other,20461.68,"Region I",2363.20,4431.00,Bronze
7316,26,Male,18713.06,"Region VII",2950.88,4426.32,Bronze
1741,76,Female,51329.10,"Region IV-A",1228.93,4424.15,Bronze
2208,21,Other,33956.31,"Region IX",2949.19,4423.79,Bronze
2215,66,Male,35181.81,"Region IV-B",1228.63,4423.07,Bronze
7429,40,Female,97532.62,"Region VIII",1228.58,4422.89,Bronze
9419,39,Male,97025.88,"Region XI",1228.52,4422.67,Bronze
470,72,Other,34533.08,"Region IV-B",1228.14,4421.30,Bronze
4320,64,Female,34082.77,"Region XI",1227.89,4420.40,Bronze
1343,35,Other,57060.99,BARMM,1840.17,4416.41,Bronze
438,26,Female,37613.83,"Region VI",2944.03,4416.05,Bronze
6425,71,Other,38977.20,"Region VIII",1226.34,4414.82,Bronze
5274,47,Female,78595.84,"Region XIII",1225.38,4411.37,Bronze
1545,45,Male,53619.70,"Region XIII",1468.81,4406.43,Bronze
7873,48,Other,84431.48,"Region I",1223.72,4405.39,Bronze
8141,60,Female,30909.71,"Region XI",1222.61,4401.40,Bronze
9645,39,Female,22128.25,"Region IV-B",2346.83,4400.31,Bronze
5075,37,Male,11395.69,"Region VI",2346.07,4398.88,Bronze
8114,68,Male,26900.59,BARMM,1221.90,4398.84,Bronze
5498,28,Female,34384.73,"Region IX",2931.67,4397.51,Bronze
5557,18,Other,96208.26,"Region IV-B",1220.92,4395.31,Bronze
2509,36,Female,39322.21,"Region IX",2343.83,4394.68,Bronze
1415,72,Other,39628.80,"Region II",1220.42,4393.51,Bronze
7753,47,Male,22680.66,"Region X",1829.33,4390.39,Bronze
